# BUSCO version is: 5.4.4 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
8758at4891	Complete	Utg33280	295588	296925	+	726.3	380	https://www.orthodb.org/v10?query=8758at4891	p-loop containing nucleoside triphosphate hydrolase protein
8759at4891	Complete	Utg33264	694655	696058	+	313.4	279	https://www.orthodb.org/v10?query=8759at4891	Ubiquitinyl hydrolase 1
8762at4891	Complete	Utg33254	663655	665418	-	673.2	433	https://www.orthodb.org/v10?query=8762at4891	ATP-dependent RNA helicase DBP9
8855at4891	Complete	Utg33262	68093	71530	-	498.3	468	https://www.orthodb.org/v10?query=8855at4891	Nitrogen permease regulator 3
8903at4891	Complete	Utg33264	568600	570579	-	590.7	386	https://www.orthodb.org/v10?query=8903at4891	HAD superfamily
8923at4891	Complete	Utg33252	126163	129696	+	724.1	779	https://www.orthodb.org/v10?query=8923at4891	Ankyrin repeat-containing domain
8944at4891	Complete	Utg33260	429335	430960	-	593.9	420	https://www.orthodb.org/v10?query=8944at4891	Alpha-1,3-glucosyltransferase
8978at4891	Complete	Utg33262	238137	239750	-	641.6	444	https://www.orthodb.org/v10?query=8978at4891	Heat shock protein 70 family
8998at4891	Complete	Utg33272	41615	42964	+	487.4	293	https://www.orthodb.org/v10?query=8998at4891	WD40-repeat-containing domain
9012at4891	Complete	Utg33284	556932	558656	+	602.1	449	https://www.orthodb.org/v10?query=9012at4891	tRNA (uracil(54)-C(5))-methyltransferase
9030at4891	Complete	Utg33254	190651	194142	+	735.1	636	https://www.orthodb.org/v10?query=9030at4891	Zinc finger, RING-type
9032at4891	Complete	Utg33280	811012	812400	-	748.8	399	https://www.orthodb.org/v10?query=9032at4891	RuvB-like helicase
9039at4891	Complete	Utg33280	661737	663398	-	511.2	348	https://www.orthodb.org/v10?query=9039at4891	tRNA (guanine(26)-N(2))-dimethyltransferase
9061at4891	Complete	Utg33276	405919	407295	-	628.4	401	https://www.orthodb.org/v10?query=9061at4891	Metal-dependent hydrolase
9096at4891	Complete	Utg33262	458310	460184	+	597.6	395	https://www.orthodb.org/v10?query=9096at4891	Ubiquitin-like modifier-activating enzyme ATG7
9152at4891	Complete	Utg33264	130454	132109	+	664.5	446	https://www.orthodb.org/v10?query=9152at4891	FACT complex subunit POB3
9157at4891	Complete	Utg33252	751096	755016	-	339.6	476	https://www.orthodb.org/v10?query=9157at4891	Peptidase S59, nucleoporin
9175at4891	Complete	Utg33254	891017	892993	-	671.4	494	https://www.orthodb.org/v10?query=9175at4891	tRNA-dihydrouridine(47) synthase 
9223at4891	Complete	Utg33262	449764	451644	-	581.9	442	https://www.orthodb.org/v10?query=9223at4891	Tetratricopeptide repeat
9258at4891	Complete	Utg33274	372488	374797	-	978.3	626	https://www.orthodb.org/v10?query=9258at4891	RNA helicase
9267at4891	Complete	Utg33282	176781	178289	+	721.2	377	https://www.orthodb.org/v10?query=9267at4891	Phenylalanyl-tRNA synthetase
9294at4891	Complete	Utg33278	74923	76467	+	585.3	384	https://www.orthodb.org/v10?query=9294at4891	Guanosine-diphosphatase
9322at4891	Complete	Utg33282	29124	30545	+	700.0	416	https://www.orthodb.org/v10?query=9322at4891	Peptidase M20
9420at4891	Complete	Utg33264	696509	698584	-	525.1	368	https://www.orthodb.org/v10?query=9420at4891	Mre11, DNA-binding
9436at4891	Complete	Utg33250	245889	247295	-	644.6	402	https://www.orthodb.org/v10?query=9436at4891	Glutathione reductase
9446at4891	Complete	Utg33266	98552	100174	-	628.8	411	https://www.orthodb.org/v10?query=9446at4891	Signal recognition particle 54 kDa protein
9457at4891	Complete	Utg33252	590572	592803	-	355.4	489	https://www.orthodb.org/v10?query=9457at4891	Winged helix-like DNA-binding domain superfamily
9466at4891	Complete	Utg33262	148619	149992	-	753.3	392	https://www.orthodb.org/v10?query=9466at4891	Argininosuccinate lyase
9469at4891	Complete	Utg33254	812871	814316	+	856.9	421	https://www.orthodb.org/v10?query=9469at4891	Adenylosuccinate lyase
9476at4891	Complete	Utg33260	542120	543823	-	758.3	461	https://www.orthodb.org/v10?query=9476at4891	Phosphoribosylaminoimidazole carboxylase
9507at4891	Complete	Utg33272	679688	681328	+	419.5	420	https://www.orthodb.org/v10?query=9507at4891	Mannosyltransferase
9509at4891	Complete	Utg33252	762315	764030	+	449.2	371	https://www.orthodb.org/v10?query=9509at4891	Sec1-like protein
9513at4891	Complete	Utg33274	522278	524302	+	589.5	442	https://www.orthodb.org/v10?query=9513at4891	Glutamate--cysteine ligase
9525at4891	Complete	Utg33272	714942	716279	-	659.1	364	https://www.orthodb.org/v10?query=9525at4891	Saccharopine dehydrogenase 
9553at4891	Complete	Utg33264	14024	15406	-	648.5	377	https://www.orthodb.org/v10?query=9553at4891	hydroxymethylglutaryl-CoA synthase
9594at4891	Complete	Utg33262	166407	167804	-	551.2	375	https://www.orthodb.org/v10?query=9594at4891	Peptidase M16, C-terminal
9605at4891	Complete	Utg33280	1393005	1394924	+	379.3	390	https://www.orthodb.org/v10?query=9605at4891	Vps52
9609at4891	Complete	Utg33254	578617	580584	+	636.1	474	https://www.orthodb.org/v10?query=9609at4891	DNA topoisomerase
9633at4891	Complete	Utg33264	827549	829063	-	887.6	419	https://www.orthodb.org/v10?query=9633at4891	RNA helicase
9643at4891	Complete	Utg33264	385823	387730	+	231.8	381	https://www.orthodb.org/v10?query=9643at4891	Zinc finger, PHD-type
9655at4891	Complete	Utg33280	1408405	1411023	-	269.3	587	https://www.orthodb.org/v10?query=9655at4891	Vam6/VPS39/TRAP1 family
9657at4891	Complete	Utg33260	190854	192113	+	694.6	360	https://www.orthodb.org/v10?query=9657at4891	Argininosuccinate synthase
9668at4891	Complete	Utg33286	236744	238105	+	589.4	363	https://www.orthodb.org/v10?query=9668at4891	Polyprenyl synthetase
9680at4891	Complete	Utg33282	123874	125691	+	560.8	458	https://www.orthodb.org/v10?query=9680at4891	RNA helicase
9718at4891	Complete	Utg33276	229787	231727	-	598.7	448	https://www.orthodb.org/v10?query=9718at4891	LCCL domain
9724at4891	Complete	Utg33286	514447	516693	+	665.3	521	https://www.orthodb.org/v10?query=9724at4891	P-loop containing nucleoside triphosphate hydrolase protein
9757at4891	Complete	Utg33252	394138	396987	-	849.1	640	https://www.orthodb.org/v10?query=9757at4891	Rab-GTPase-TBC domain
9759at4891	Complete	Utg33260	468756	470471	-	590.9	463	https://www.orthodb.org/v10?query=9759at4891	PPM-type phosphatase domain
9767at4891	Complete	Utg33278	35567	37399	+	417.5	329	https://www.orthodb.org/v10?query=9767at4891	Nitrogen permease regulator 2
9782at4891	Complete	Utg33278	127755	129407	+	249.6	358	https://www.orthodb.org/v10?query=9782at4891	YjeF N-terminal domain
9784at4891	Complete	Utg33252	769695	771140	-	606.0	377	https://www.orthodb.org/v10?query=9784at4891	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
9816at4891	Complete	Utg33274	566474	567595	+	445.4	292	https://www.orthodb.org/v10?query=9816at4891	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
9821at4891	Complete	Utg33260	759288	760742	+	476.5	371	https://www.orthodb.org/v10?query=9821at4891	Folylpolyglutamate synthase
9846at4891	Complete	Utg33254	117227	119443	+	698.6	404	https://www.orthodb.org/v10?query=9846at4891	ATP-dependent RNA helicase DEAD-box, conserved site
9862at4891	Complete	Utg33284	377198	378697	+	741.2	396	https://www.orthodb.org/v10?query=9862at4891	UTP--glucose-1-phosphate uridylyltransferase
9897at4891	Complete	Utg33250	265181	267109	-	558.2	428	https://www.orthodb.org/v10?query=9897at4891	Aminoacyl-tRNA synthetase, class II
9903at4891	Complete	Utg33274	573155	575062	+	551.1	289	https://www.orthodb.org/v10?query=9903at4891	kinase-like protein
9921at4891	Complete	Utg33286	766669	768228	+	604.0	386	https://www.orthodb.org/v10?query=9921at4891	Peptide hydrolase
9922at4891	Complete	Utg33284	459489	461363	+	195.5	186	https://www.orthodb.org/v10?query=9922at4891	Bromodomain
9948at4891	Complete	Utg33262	150499	152154	-	871.2	449	https://www.orthodb.org/v10?query=9948at4891	Aminoacyl-tRNA synthetase, class II
9950at4891	Complete	Utg33266	24527	26026	-	695.3	410	https://www.orthodb.org/v10?query=9950at4891	Histidine-tRNA ligase
9958at4891	Complete	Utg33272	511429	513282	+	870.8	598	https://www.orthodb.org/v10?query=9958at4891	RNA (C5-cytosine) methyltransferase
9995at4891	Complete	Utg33264	836692	838353	-	469.5	377	https://www.orthodb.org/v10?query=9995at4891	Pyridoxal phosphate-dependent transferase
10002at4891	Complete	Utg33272	539260	540696	+	346.4	289	https://www.orthodb.org/v10?query=10002at4891	GDP-Man
10099at4891	Complete	Utg33286	208777	211296	+	553.5	436	https://www.orthodb.org/v10?query=10099at4891	Protein HIR
10130at4891	Complete	Utg33250	226273	228801	-	361.9	506	https://www.orthodb.org/v10?query=10130at4891	BRO1 domain
10138at4891	Complete	Utg33272	173547	175253	-	347.1	271	https://www.orthodb.org/v10?query=10138at4891	RNA-binding domain superfamily
10174at4891	Complete	Utg33286	149950	152064	-	468.5	399	https://www.orthodb.org/v10?query=10174at4891	DNA polymerase alpha subunit B
10189at4891	Complete	Utg33280	479862	481235	+	789.5	406	https://www.orthodb.org/v10?query=10189at4891	Serine-tRNA ligase
10194at4891	Complete	Utg33280	920971	922806	+	461.9	425	https://www.orthodb.org/v10?query=10194at4891	Peroxisomal targeting signal receptor
10201at4891	Complete	Utg33266	270190	272253	+	496.4	472	https://www.orthodb.org/v10?query=10201at4891	DNA polymerase epsilon subunit B
10233at4891	Complete	Utg33260	773089	774423	-	245.5	285	https://www.orthodb.org/v10?query=10233at4891	mRNA cleavage and polyadenylation factor CLP1
10256at4891	Complete	Utg33266	103332	105614	-	432.8	393	https://www.orthodb.org/v10?query=10256at4891	lipid binding
10279at4891	Complete	Utg33252	1011930	1014311	-	640.9	498	https://www.orthodb.org/v10?query=10279at4891	Kinesin-like protein
10313at4891	Complete	Utg33252	945529	947106	+	695.1	387	https://www.orthodb.org/v10?query=10313at4891	Protein phosphatase PP2A regulatory subunit B
10332at4891	Complete	Utg33254	737935	740220	-	455.6	505	https://www.orthodb.org/v10?query=10332at4891	Actin interacting protein 3, C-terminal
10341at4891	Complete	Utg33266	186381	189158	+	453.6	576	https://www.orthodb.org/v10?query=10341at4891	WD40/YVTN repeat-like-containing domain superfamily
10342at4891	Complete	Utg33260	231572	234841	+	708.1	1071	https://www.orthodb.org/v10?query=10342at4891	P-loop containing nucleoside triphosphate hydrolase protein
10350at4891	Complete	Utg33252	731061	732629	+	650.8	366	https://www.orthodb.org/v10?query=10350at4891	ATP-dependent RNA helicase DBP3
10359at4891	Complete	Utg33252	105126	106325	+	525.9	332	https://www.orthodb.org/v10?query=10359at4891	Succinate--CoA ligase 
10361at4891	Complete	Utg33266	44747	46069	+	503.0	332	https://www.orthodb.org/v10?query=10361at4891	Ferrodoxin-fold anticodon-binding domain
10391at4891	Complete	Utg33280	369230	371785	-	637.2	475	https://www.orthodb.org/v10?query=10391at4891	Tetratricopeptide repeat
10450at4891	Complete	Utg33254	323658	325607	-	667.9	470	https://www.orthodb.org/v10?query=10450at4891	DNA replication origin binding
10497at4891	Complete	Utg33266	30996	32414	+	267.9	301	https://www.orthodb.org/v10?query=10497at4891	ATPase, V1 complex, subunit H, C-terminal
10591at4891	Complete	Utg33280	698431	700419	+	298.4	415	https://www.orthodb.org/v10?query=10591at4891	Similar to Saccharomyces cerevisiae YDR137W RGP1 Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p) that catalyzes nucleotide exchange on Ypt6p
10608at4891	Complete	Utg33260	63031	64341	-	494.8	329	https://www.orthodb.org/v10?query=10608at4891	tRNA guanosine-2'-O-methyltransferase
10618at4891	Complete	Utg33280	270643	272181	-	406.7	267	https://www.orthodb.org/v10?query=10618at4891	Protein kinase domain
10619at4891	Complete	Utg33250	472648	474255	+	427.9	372	https://www.orthodb.org/v10?query=10619at4891	Thiamine phosphate synthase
10626at4891	Complete	Utg33278	252538	254424	+	597.9	443	https://www.orthodb.org/v10?query=10626at4891	Oxoglutarate/iron-dependent dioxygenase
10638at4891	Complete	Utg33264	103789	104982	+	553.2	332	https://www.orthodb.org/v10?query=10638at4891	tRNA-dihydrouridine synthase
10646at4891	Complete	Utg33284	84558	85889	-	503.3	341	https://www.orthodb.org/v10?query=10646at4891	Aminoacyl-tRNA synthetase, class II
10649at4891	Complete	Utg33254	230969	232759	-	392.8	310	https://www.orthodb.org/v10?query=10649at4891	WD40-repeat-containing domain
10660at4891	Complete	Utg33254	953723	955675	+	714.6	485	https://www.orthodb.org/v10?query=10660at4891	Coronin
10670at4891	Complete	Utg33252	593029	594456	+	331.7	377	https://www.orthodb.org/v10?query=10670at4891	SWR1-complex protein 4
10684at4891	Complete	Utg33286	606943	608592	+	445.2	355	https://www.orthodb.org/v10?query=10684at4891	SH3 domain
10695at4891	Complete	Utg33276	84940	87363	+	347.4	428	https://www.orthodb.org/v10?query=10695at4891	Cadherin-like
10719at4891	Complete	Utg33266	222716	224560	-	247.4	334	https://www.orthodb.org/v10?query=10719at4891	NCA2-domain-containing protein
10727at4891	Complete	Utg33280	641451	643514	+	265.0	319	https://www.orthodb.org/v10?query=10727at4891	TRAPP III complex, Trs85
10743at4891	Complete	Utg33250	532517	534313	-	378.8	476	https://www.orthodb.org/v10?query=10743at4891	Signal recognition particle subunit SRP68
10759at4891	Complete	Utg33282	165680	167092	+	590.1	430	https://www.orthodb.org/v10?query=10759at4891	Heat shock protein DnaJ, cysteine-rich domain
10800at4891	Complete	Utg33280	1382624	1384513	+	762.4	413	https://www.orthodb.org/v10?query=10800at4891	Non-specific serine/threonine protein kinase
10825at4891	Complete	Utg33252	167678	169126	-	685.2	410	https://www.orthodb.org/v10?query=10825at4891	Zf-ZPR1-domain-containing protein
10849at4891	Complete	Utg33250	361908	363122	+	575.0	328	https://www.orthodb.org/v10?query=10849at4891	Aspartic peptidase A1 family
10854at4891	Complete	Utg33252	825401	826765	-	421.9	332	https://www.orthodb.org/v10?query=10854at4891	mRNA-capping enzyme subunit alpha
10861at4891	Complete	Utg33254	137125	139563	-	314.7	444	https://www.orthodb.org/v10?query=10861at4891	FAS1 domain
10872at4891	Complete	Utg33274	313217	315016	-	628.6	410	https://www.orthodb.org/v10?query=10872at4891	Vacuolar amino acid transporter 1
10892at4891	Complete	Utg33278	57819	59234	+	563.7	352	https://www.orthodb.org/v10?query=10892at4891	Protein AFG1
10896at4891	Complete	Utg33258	79753	81009	-	259.0	235	https://www.orthodb.org/v10?query=10896at4891	PPM-type phosphatase domain
10924at4891	Complete	Utg33274	473363	474829	+	353.9	313	https://www.orthodb.org/v10?query=10924at4891	Actin family
10934at4891	Complete	Utg33286	516942	518252	-	716.9	365	https://www.orthodb.org/v10?query=10934at4891	Peptide chain release factor eRF1/aRF1
10963at4891	Complete	Utg33254	145725	147098	+	468.9	307	https://www.orthodb.org/v10?query=10963at4891	General transcription and DNA repair factor IIH
10968at4891	Complete	Utg33286	562421	564157	-	575.6	371	https://www.orthodb.org/v10?query=10968at4891	polyubiquitin-tagged protein recognition complex, Npl4 component
10975at4891	Complete	Utg33274	339054	341063	+	711.0	502	https://www.orthodb.org/v10?query=10975at4891	Nucleolar protein 9
11009at4891	Complete	Utg33286	132612	133982	-	459.8	323	https://www.orthodb.org/v10?query=11009at4891	ubiquinol-cytochrome c reductase core subunit 1
11034at4891	Complete	Utg33266	29365	30462	+	680.6	325	https://www.orthodb.org/v10?query=11034at4891	Glutamine synthetase
11037at4891	Complete	Utg33262	454769	456061	+	613.1	360	https://www.orthodb.org/v10?query=11037at4891	ATP-dependent RNA helicase DBP8
11039at4891	Complete	Utg33286	45824	46972	-	473.9	284	https://www.orthodb.org/v10?query=11039at4891	Methionine aminopeptidase 2
11107at4891	Complete	Utg33282	22418	24358	-	426.3	326	https://www.orthodb.org/v10?query=11107at4891	DUF155-domain-containing protein
11155at4891	Missing
11161at4891	Complete	Utg33280	160807	162204	-	705.0	358	https://www.orthodb.org/v10?query=11161at4891	ATP-dependent RNA helicase DHH1
11184at4891	Complete	Utg33262	456419	457951	+	706.3	403	https://www.orthodb.org/v10?query=11184at4891	60S ribosomal export protein NMD3
11198at4891	Complete	Utg33280	389825	390988	+	722.9	349	https://www.orthodb.org/v10?query=11198at4891	Actin family
11201at4891	Complete	Utg33280	1232090	1233373	+	710.8	345	https://www.orthodb.org/v10?query=11201at4891	26S Proteasome regulatory subunit 6B
11232at4891	Complete	Utg33280	1137629	1139068	-	355.3	263	https://www.orthodb.org/v10?query=11232at4891	Svf1-like, C-terminal
11266at4891	Complete	Utg33260	392070	393515	-	671.3	370	https://www.orthodb.org/v10?query=11266at4891	ATP-dependent RNA helicase DBP5
11279at4891	Complete	Utg33254	806658	807845	-	690.4	319	https://www.orthodb.org/v10?query=11279at4891	Ketol-acid reductoisomerase, mitochondrial
11326at4891	Complete	Utg33280	1327825	1329141	-	407.2	324	https://www.orthodb.org/v10?query=11326at4891	Tetratricopeptide-like helical domain superfamily
11330at4891	Complete	Utg33278	317883	319325	-	660.5	420	https://www.orthodb.org/v10?query=11330at4891	Peptidase M24
11349at4891	Complete	Utg33286	332549	335224	-	536.5	506	https://www.orthodb.org/v10?query=11349at4891	Tetratricopeptide repeat
11350at4891	Complete	Utg33280	744139	748029	+	632.0	617	https://www.orthodb.org/v10?query=11350at4891	mRNA export factor Sac3
11365at4891	Complete	Utg33252	812393	813919	+	291.0	308	https://www.orthodb.org/v10?query=11365at4891	Nuclear polyadenylated RNA-binding protein NAB2
11379at4891	Complete	Utg33280	1268880	1271417	+	269.2	472	https://www.orthodb.org/v10?query=11379at4891	Pre-mRNA-splicing factor SYF1
11405at4891	Complete	Utg33264	847539	849962	-	773.1	587	https://www.orthodb.org/v10?query=11405at4891	Mitochondrial escape protein 2
11444at4891	Complete	Utg33272	235345	236640	+	698.3	380	https://www.orthodb.org/v10?query=11444at4891	Adenylosuccinate synthetase
11448at4891	Complete	Utg33276	372733	373944	-	471.3	321	https://www.orthodb.org/v10?query=11448at4891	DNA primase
11469at4891	Complete	Utg33284	519294	520451	-	580.5	309	https://www.orthodb.org/v10?query=11469at4891	tRNA N6-adenosine threonylcarbamoyltransferase
11530at4891	Complete	Utg33286	697380	698699	-	542.4	347	https://www.orthodb.org/v10?query=11530at4891	Similar to Saccharomyces cerevisiae YBR243C ALG7 UDP-N-acetyl-glucosamine-1-P transferase
11568at4891	Complete	Utg33284	404641	405864	-	347.1	320	https://www.orthodb.org/v10?query=11568at4891	WD40-repeat-containing domain
11569at4891	Complete	Utg33260	893655	895022	-	620.9	384	https://www.orthodb.org/v10?query=11569at4891	Gamma-glutamyl phosphate reductase
11586at4891	Complete	Utg33260	784514	785824	-	686.1	336	https://www.orthodb.org/v10?query=11586at4891	ATPase, AAA-type, conserved site
11624at4891	Complete	Utg33266	201538	202647	+	375.3	277	https://www.orthodb.org/v10?query=11624at4891	Lysophosphatidylcholine acyltransferase
11625at4891	Complete	Utg33276	171300	172547	+	595.4	324	https://www.orthodb.org/v10?query=11625at4891	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
11626at4891	Complete	Utg33282	168706	170172	+	744.5	408	https://www.orthodb.org/v10?query=11626at4891	Dihydrolipoyl dehydrogenase
11682at4891	Complete	Utg33252	169635	170864	+	617.3	360	https://www.orthodb.org/v10?query=11682at4891	P-loop containing nucleoside triphosphate hydrolase protein
11696at4891	Complete	Utg33264	511151	512683	-	677.6	384	https://www.orthodb.org/v10?query=11696at4891	WD40-repeat-containing domain
11698at4891	Complete	Utg33282	18737	20371	+	420.7	304	https://www.orthodb.org/v10?query=11698at4891	Coatomer subunit delta
11745at4891	Complete	Utg33252	216869	218035	+	616.0	324	https://www.orthodb.org/v10?query=11745at4891	Tyrosine--tRNA ligase
11759at4891	Complete	Utg33260	48932	50227	+	571.1	350	https://www.orthodb.org/v10?query=11759at4891	1,3-beta-glucanosyltransferase
11780at4891	Complete	Utg33274	365034	366230	-	646.2	314	https://www.orthodb.org/v10?query=11780at4891	Ribonucleotide reductase small subunit
11796at4891	Complete	Utg33260	581956	583503	-	272.5	329	https://www.orthodb.org/v10?query=11796at4891	Mannosyltransferase
11809at4891	Complete	Utg33284	397537	399573	-	253.8	270	https://www.orthodb.org/v10?query=11809at4891	PAN2-PAN3 deadenylation complex subunit PAN3
11823at4891	Complete	Utg33284	394859	396196	+	539.3	336	https://www.orthodb.org/v10?query=11823at4891	THIF-type NAD/FAD binding fold
11825at4891	Complete	Utg33280	181255	182589	+	430.8	340	https://www.orthodb.org/v10?query=11825at4891	Winged helix-like DNA-binding domain superfamily
11838at4891	Complete	Utg33252	908862	910529	-	576.0	406	https://www.orthodb.org/v10?query=11838at4891	P-loop containing nucleoside triphosphate hydrolase protein
11851at4891	Complete	Utg33280	241921	244071	+	346.7	480	https://www.orthodb.org/v10?query=11851at4891	Nucleoporin NUP84
11866at4891	Complete	Utg33274	336971	338674	+	815.4	478	https://www.orthodb.org/v10?query=11866at4891	GroEL-like apical domain superfamily
11876at4891	Complete	Utg33260	422289	423449	+	689.9	347	https://www.orthodb.org/v10?query=11876at4891	Ribosomal protein L3
11892at4891	Complete	Utg33280	635881	637299	-	534.7	347	https://www.orthodb.org/v10?query=11892at4891	Membrane protein TMS1
11902at4891	Complete	Utg33278	530985	532946	+	218.8	271	https://www.orthodb.org/v10?query=11902at4891	P-loop containing nucleoside triphosphate hydrolase
11916at4891	Complete	Utg33252	239417	240520	-	577.4	329	https://www.orthodb.org/v10?query=11916at4891	P-loop containing nucleoside triphosphate hydrolase protein
11940at4891	Duplicated	Utg33254	273765	275738	-	686.7	511	https://www.orthodb.org/v10?query=11940at4891	Transmembrane 9 superfamily member
11940at4891	Duplicated	Utg33280	639200	641182	-	653.4	505	https://www.orthodb.org/v10?query=11940at4891	Transmembrane 9 superfamily member
11978at4891	Duplicated	Utg33276	215144	216550	-	787.4	403	https://www.orthodb.org/v10?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
11978at4891	Duplicated	Utg33278	323759	325165	+	789.2	401	https://www.orthodb.org/v10?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
12025at4891	Complete	Utg33260	158667	161054	+	271.8	437	https://www.orthodb.org/v10?query=12025at4891	Putative N-terminal acetyltransferase complex subunit
12039at4891	Complete	Utg33260	108175	109449	-	721.5	367	https://www.orthodb.org/v10?query=12039at4891	Tryptophanyl-tRNA synthetase
12044at4891	Complete	Utg33284	538232	539485	+	222.9	201	https://www.orthodb.org/v10?query=12044at4891	DUF300-domain-containing protein
12110at4891	Complete	Utg33258	176941	178362	+	374.3	322	https://www.orthodb.org/v10?query=12110at4891	Aminoacyl-tRNA synthetase, class II
12111at4891	Complete	Utg33250	397260	398477	+	572.9	300	https://www.orthodb.org/v10?query=12111at4891	Protoheme IX farnesyltransferase, mitochondrial
12134at4891	Complete	Utg33272	361861	366582	-	639.7	672	https://www.orthodb.org/v10?query=12134at4891	THO complex, subunitTHOC2, C-terminal
12169at4891	Complete	Utg33252	390002	391813	-	722.7	536	https://www.orthodb.org/v10?query=12169at4891	Pescadillo homolog
12175at4891	Complete	Utg33260	631939	633792	-	683.9	486	https://www.orthodb.org/v10?query=12175at4891	Membrane bound O-acyl transferase, MBOAT
12194at4891	Complete	Utg33260	27195	30332	-	676.4	710	https://www.orthodb.org/v10?query=12194at4891	RNA polymerase-associated protein CTR9
12225at4891	Complete	Utg33284	57352	60639	+	553.0	769	https://www.orthodb.org/v10?query=12225at4891	Exportin-T
12232at4891	Complete	Utg33272	281364	282431	+	526.8	296	https://www.orthodb.org/v10?query=12232at4891	N-terminal nucleophile aminohydrolase
12237at4891	Complete	Utg33272	296898	298559	-	261.2	307	https://www.orthodb.org/v10?query=12237at4891	WD40-repeat-containing domain
12254at4891	Complete	Utg33278	541640	542752	+	627.8	308	https://www.orthodb.org/v10?query=12254at4891	Pyruvate dehydrogenase E1 component subunit alpha
12256at4891	Complete	Utg33250	153185	155581	-	532.6	619	https://www.orthodb.org/v10?query=12256at4891	Vps16, C-terminal
12258at4891	Complete	Utg33280	428395	429711	+	681.2	345	https://www.orthodb.org/v10?query=12258at4891	26S Proteasome regulatory subunit 4
12292at4891	Complete	Utg33250	346975	349557	-	677.9	468	https://www.orthodb.org/v10?query=12292at4891	ABC transporter type 1, transmembrane domain
12307at4891	Complete	Utg33280	171520	173349	-	359.4	404	https://www.orthodb.org/v10?query=12307at4891	Sas10 C-terminal domain
12308at4891	Complete	Utg33280	643720	645738	-	755.8	489	https://www.orthodb.org/v10?query=12308at4891	Carbohydrate kinase, FGGY, C-terminal
12314at4891	Complete	Utg33264	787095	788246	-	488.8	307	https://www.orthodb.org/v10?query=12314at4891	Cytochrome b5-like heme/steroid binding domain
12332at4891	Complete	Utg33276	169534	171030	-	442.0	364	https://www.orthodb.org/v10?query=12332at4891	Protein SHQ1
12347at4891	Complete	Utg33250	19448	22150	+	824.6	599	https://www.orthodb.org/v10?query=12347at4891	Mitochondrial carrier
12349at4891	Complete	Utg33278	60822	61832	-	411.5	265	https://www.orthodb.org/v10?query=12349at4891	ribosomal protein L2
12381at4891	Complete	Utg33276	378139	379431	+	384.0	300	https://www.orthodb.org/v10?query=12381at4891	WD40-repeat-containing domain
12422at4891	Complete	Utg33254	701144	702475	+	695.9	386	https://www.orthodb.org/v10?query=12422at4891	Pyridoxal phosphate-dependent transferase
12445at4891	Complete	Utg33260	708560	709843	-	517.8	353	https://www.orthodb.org/v10?query=12445at4891	Nicotinate phosphoribosyltransferase
12450at4891	Complete	Utg33272	701435	702394	-	419.1	257	https://www.orthodb.org/v10?query=12450at4891	4-hydroxybenzoate polyprenyltransferase, mitochondrial
12468at4891	Complete	Utg33284	382775	385873	+	426.7	623	https://www.orthodb.org/v10?query=12468at4891	Armadillo-type fold
12469at4891	Complete	Utg33274	218086	219780	-	399.1	386	https://www.orthodb.org/v10?query=12469at4891	Leucine-rich repeat, cysteine-containing subtype
12487at4891	Complete	Utg33260	855030	856190	+	546.1	307	https://www.orthodb.org/v10?query=12487at4891	Carbamoyl-phosphate synthase arginine-specific small chain
12502at4891	Complete	Utg33260	597141	598577	+	419.4	355	https://www.orthodb.org/v10?query=12502at4891	SUN domain
12523at4891	Complete	Utg33286	682321	683610	-	414.7	291	https://www.orthodb.org/v10?query=12523at4891	mRNA cap guanine-N7 methyltransferase
12541at4891	Complete	Utg33272	414579	417171	+	786.8	395	https://www.orthodb.org/v10?query=12541at4891	ATP-dependent RNA helicase DBP2
12549at4891	Complete	Utg33254	351286	352590	+	637.6	304	https://www.orthodb.org/v10?query=12549at4891	Mitogen-activated protein kinase
12560at4891	Complete	Utg33266	267743	269053	-	701.0	366	https://www.orthodb.org/v10?query=12560at4891	ATPase, AAA-type, conserved site
12562at4891	Complete	Utg33278	479458	481839	+	363.3	410	https://www.orthodb.org/v10?query=12562at4891	Conserved oligomeric Golgi complex subunit 3
12567at4891	Complete	Utg33250	191491	192909	-	468.9	326	https://www.orthodb.org/v10?query=12567at4891	Mitochondrial import inner membrane translocase subunit TIM50
12584at4891	Complete	Utg33280	976083	979088	+	725.4	621	https://www.orthodb.org/v10?query=12584at4891	P-type ATPase
12627at4891	Complete	Utg33264	366782	368104	-	509.2	337	https://www.orthodb.org/v10?query=12627at4891	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial
12629at4891	Complete	Utg33272	358384	359838	+	612.7	372	https://www.orthodb.org/v10?query=12629at4891	Ammonium transporter
